订单id,是否被司机接单,接单司机id,下单时间,乘客位置,目的地位置,订单距离,订单收益,乘客最长等待接单时间,接单时刻,乘客实际等待时间
1144,1,228,2022-06-29 18:20:00,[26.55716636 2.60119703],[16.15089306 27.39689059],26.89083381,131.3406268,0:16:00,2022-06-29 18:20:00,1:21:45
410,1,258,2022-06-29 18:20:00,[23.83734836 1.040108],[17.48420505 29.86312549],29.51489059,141.1808397,0:17:00,2022-06-29 18:20:00,1:15:33
697,1,86,2022-06-29 18:21:00,[1.16937962 20.00542174],[9.69082037 26.93757561],10.98497655,71.69366206,0:01:00,2022-06-29 18:21:00,0:55:24
1352,1,30,2022-06-29 18:21:00,[18.80498713 7.59596721],[24.11080356 24.53466221],17.75024158,97.06340592,0:02:00,2022-06-29 18:21:00,0:20:29
779,1,110,2022-06-29 18:21:00,[10.19915591 2.36818209],[13.2839441 7.83145579],6.274016069,21.18504017,0:07:00,2022-06-29 18:21:00,0:50:01
228,1,104,2022-06-29 18:21:00,[28.66571088 0.54697748],[5.87333957 0.22688625],22.79461884,115.9798207,0:08:00,2022-06-29 18:21:00,1:22:23
203,1,157,2022-06-29 18:21:00,[8.09248835 1.71260568],[15.93508584 28.09817077],27.52643058,133.7241147,0:15:00,2022-06-29 18:21:00,1:13:11
1622,1,97,2022-06-29 18:22:00,[9.2954135 2.57382855],[2.7280635 27.69671241],25.96708262,127.8765598,0:01:00,2022-06-29 18:22:00,0:22:43
864,1,131,2022-06-29 18:22:00,[24.55141274 1.20416577],[26.69740129 29.75888242],28.63524244,137.8821591,0:02:00,2022-06-29 18:22:00,1:11:09
1979,1,137,2022-06-29 18:22:00,[28.677564 27.69898525],[13.7194983 25.38581598],15.13586739,87.25950271,0:05:00,2022-06-29 18:22:00,0:52:32
1616,1,6,2022-06-29 18:22:00,[3.93043856 18.02871585],[1.02893704 14.9269825],4.247288645,16.11822161,0:09:00,2022-06-29 18:22:00,1:08:44
1664,1,232,2022-06-29 18:22:00,[1.51522412 1.31643265],[21.61119638 13.33439934],23.41537154,118.3076433,0:10:00,2022-06-29 18:22:00,1:23:09
2023,1,142,2022-06-29 18:22:00,[7.91418225 0.36209806],[15.56812093 18.17278468],19.38564766,103.1961787,0:11:00,2022-06-29 18:22:00,0:27:02
1471,1,37,2022-06-29 18:22:00,[5.84521475 14.73991296],[28.51510685 11.50827121],22.89907239,116.3715214,0:13:00,2022-06-29 18:22:00,0:48:24
2099,1,93,2022-06-29 18:22:00,[4.96111277 29.33138438],[3.23773665 27.95832419],2.203478963,13.0,0:13:00,2022-06-29 18:22:00,1:06:36
138,1,45,2022-06-29 18:22:00,[20.92414385 20.40422315],[18.55834135 22.58149919],3.215206434,13.53801609,0:15:00,2022-06-29 18:22:00,0:49:37
1459,1,194,2022-06-29 18:22:00,[16.5811167 3.44225875],[3.78412974 15.88600845],17.84964375,97.43616405,0:15:00,2022-06-29 18:22:00,1:01:43
1224,1,229,2022-06-29 18:22:00,[17.37940208 26.67001832],[17.07914953 18.95167255],7.724183652,24.81045913,0:16:00,2022-06-29 18:22:00,1:19:48
890,1,214,2022-06-29 18:23:00,[15.43383983 2.55169156],[16.46618405 11.39937237],8.90770398,27.76925995,0:11:00,2022-06-29 18:23:00,0:14:18
36,1,286,2022-06-29 18:23:00,[6.96638085 26.9872372],[11.51673664 16.30658583],11.60956723,74.03587713,0:16:00,2022-06-29 18:23:00,0:27:39
1910,1,51,2022-06-29 18:23:00,[21.305198 20.32025538],[0.73280649 12.35243003],22.06149436,113.2306038,0:20:00,2022-06-29 18:23:00,0:36:53
232,1,115,2022-06-29 18:24:00,[24.09077693 16.1748383],[9.33923097 18.3100135],14.90527025,86.39476345,0:02:00,2022-06-29 18:24:00,0:03:13
738,1,217,2022-06-29 18:24:00,[17.42097254 15.16526281],[4.32236358 18.71995457],13.57237599,81.39640997,0:03:00,2022-06-29 18:24:00,0:45:45
2652,1,262,2022-06-29 18:24:00,[0.7442799 11.51321791],[4.24646553 21.31162942],10.40548761,69.52057853,0:03:00,2022-06-29 18:24:00,1:10:07
2755,1,191,2022-06-29 18:24:00,[16.55337851 8.22162622],[1.95578407 1.49767457],16.0717544,90.76907899,0:05:00,2022-06-29 18:24:00,0:52:09
1216,1,69,2022-06-29 18:24:00,[8.00383648 15.177774],[23.3318373 25.74968817],18.62023035,100.3258638,0:08:00,2022-06-29 18:24:00,0:40:48
651,1,81,2022-06-29 18:24:00,[20.30822349 25.13725125],[25.76292838 22.45067561],6.080418907,20.70104727,0:09:00,2022-06-29 18:24:00,0:26:10
1147,1,272,2022-06-29 18:24:00,[28.14543518 8.26700329],[9.96517566 21.02425254],22.20966556,113.7862459,0:18:00,2022-06-29 18:24:00,0:28:20
1833,1,222,2022-06-29 18:24:00,[17.9016897 10.11606106],[7.87525813 3.65667636],11.9269854,75.22619525,0:18:00,2022-06-29 18:24:00,0:55:29
165,1,186,2022-06-29 18:24:00,[8.06980213 23.92677302],[9.31085877 13.65660447],10.344882,69.29330749,0:20:00,2022-06-29 18:24:00,0:17:54
2003,1,184,2022-06-29 18:25:00,[29.79491217 3.1827615],[6.99159564 28.51139254],34.08123817,158.3046431,0:01:00,2022-06-29 18:25:00,1:08:26
816,1,28,2022-06-29 18:25:00,[3.17622955 10.6469305],[12.39517552 20.27468775],13.32976648,80.4866243,0:02:00,2022-06-29 18:25:00,0:13:43
209,1,39,2022-06-29 18:25:00,[9.23789825 21.14042288],[6.05560356 20.202973],3.317500827,13.79375207,0:03:00,2022-06-29 18:25:00,0:50:40
942,1,166,2022-06-29 18:25:00,[4.90100275 5.53377153],[6.06881847 11.60121171],6.178804407,20.94701102,0:03:00,2022-06-29 18:25:00,0:14:04
1643,1,159,2022-06-29 18:25:00,[11.35042745 22.4917724],[2.90456193 14.28170106],11.77870603,74.67014762,0:05:00,2022-06-29 18:25:00,0:46:51
256,1,89,2022-06-29 18:25:00,[5.25908827 20.70014672],[6.02801066 16.07483053],4.688794248,17.22198562,0:11:00,2022-06-29 18:25:00,1:20:39
2360,1,67,2022-06-29 18:25:00,[27.6586689 4.22311373],[6.74690417 16.74402474],24.3736562,121.9012108,0:18:00,2022-06-29 18:25:00,0:15:45
1211,1,82,2022-06-29 18:26:00,[2.17996763 5.9728026],[10.43467042 18.60704547],15.0918591,87.09447163,0:04:00,2022-06-29 18:26:00,0:54:34
2450,1,167,2022-06-29 18:26:00,[5.15367328 8.36141145],[4.76558076 5.86998887],2.521468284,13.0,0:04:00,2022-06-29 18:26:00,0:23:05
2579,1,183,2022-06-29 18:26:00,[3.19165216 14.85514777],[18.27667988 8.24725012],16.46883033,92.25811376,0:05:00,2022-06-29 18:26:00,1:21:17
490,1,263,2022-06-29 18:26:00,[23.83546633 21.21259432],[1.50678034 2.18705506],29.33498529,140.5061948,0:12:00,2022-06-29 18:26:00,0:49:25
491,1,196,2022-06-29 18:26:00,[12.08619848 8.85871482],[6.97152969 8.43013497],5.132593642,18.33148411,0:13:00,2022-06-29 18:26:00,0:41:20
1850,1,44,2022-06-29 18:26:00,[21.60803772 20.61849013],[2.87262596 27.67717215],20.02100511,105.5787692,0:14:00,2022-06-29 18:26:00,0:23:21
2920,1,185,2022-06-29 18:26:00,[14.63440445 29.69602452],[6.41768611 12.5356856],19.02607927,101.8477973,0:17:00,2022-06-29 18:26:00,1:29:39
872,1,133,2022-06-29 18:26:00,[25.48339219 1.34990464],[22.02453777 10.23955938],9.53884874,29.34712185,0:19:00,2022-06-29 18:26:00,0:57:52
1662,1,169,2022-06-29 18:27:00,[4.88707963 24.37240973],[25.60187201 27.43021328],20.93926421,109.0222408,0:02:00,2022-06-29 18:27:00,1:06:49
2297,1,55,2022-06-29 18:27:00,[15.06394923 0.60035171],[7.58564936 15.52203869],16.69076725,93.09037718,0:04:00,2022-06-29 18:27:00,0:21:52
68,1,211,2022-06-29 18:27:00,[19.3199863 12.26202513],[0.76159067 4.68457792],20.04574156,105.6715308,0:07:00,2022-06-29 18:27:00,0:47:57
505,1,195,2022-06-29 18:27:00,[23.66797415 26.75616434],[13.01452259 27.29829432],10.66723653,70.50213699,0:11:00,2022-06-29 18:27:00,0:44:34
1130,1,270,2022-06-29 18:27:00,[9.54118835 27.73925373],[1.68672885 14.56902895],15.33451515,88.00443182,0:12:00,2022-06-29 18:27:00,1:00:59
1048,1,92,2022-06-29 18:27:00,[1.80680835 8.92950833],[8.94198604 9.61203858],7.167747777,23.41936944,0:14:00,2022-06-29 18:27:00,0:35:23
946,1,215,2022-06-29 18:27:00,[26.34100539 16.73621027],[28.79373061 1.46084545],15.47102554,88.51634579,0:16:00,2022-06-29 18:27:00,1:05:23
1992,1,70,2022-06-29 18:27:00,[13.4448262 8.23237895],[11.79511304 11.63292986],3.779589924,14.94897481,0:18:00,2022-06-29 18:27:00,0:44:08
264,1,127,2022-06-29 18:27:00,[16.61406722 9.16572932],[11.90944551 13.41607622],6.340261363,21.35065341,0:19:00,2022-06-29 18:27:00,0:39:22
1053,1,182,2022-06-29 18:28:00,[0.39686439 15.3534137],[23.08327738 28.04386552],25.99463218,127.9798707,0:01:00,2022-06-29 18:28:00,1:20:18
1980,1,154,2022-06-29 18:28:00,[13.56970433 12.73167054],[4.70288843 12.79218169],8.867022376,27.66755594,0:02:00,2022-06-29 18:28:00,0:32:13
94,1,294,2022-06-29 18:28:00,[17.85233792 1.5427744],[14.89098742 17.90528547],16.6283302,92.85623823,0:04:00,2022-06-29 18:28:00,0:40:57
2695,1,120,2022-06-29 18:28:00,[12.76293583 22.66483971],[18.15214456 20.6588787],5.750430445,19.87607611,0:04:00,2022-06-29 18:28:00,0:47:19
1050,1,42,2022-06-29 18:28:00,[3.7153808 2.11606913],[27.28288511 5.70386299],23.83903362,119.8963761,0:05:00,2022-06-29 18:28:00,0:27:06
920,1,140,2022-06-29 18:28:00,[4.87982445 22.03097029],[6.26492806 1.75695916],20.32127062,106.7047648,0:11:00,2022-06-29 18:28:00,1:11:01
1344,1,219,2022-06-29 18:28:00,[1.49580439 4.4972776],[16.12743414 17.27377413],19.42481539,103.3430577,0:13:00,2022-06-29 18:28:00,0:56:35
2072,1,201,2022-06-29 18:28:00,[9.32919064 2.98991766],[8.17401552 24.95355901],21.99399851,112.9774944,0:13:00,2022-06-29 18:28:00,1:04:30
600,1,144,2022-06-29 18:28:00,[20.18108983 23.90044192],[7.51403696 18.74622299],13.67553293,81.78324849,0:14:00,2022-06-29 18:28:00,0:37:31
796,1,276,2022-06-29 18:28:00,[24.02942101 3.13363554],[17.30572143 13.91945095],12.70991542,78.16218281,0:14:00,2022-06-29 18:28:00,0:44:35
585,1,259,2022-06-29 18:28:00,[7.95978413 18.04661638],[8.89679737 21.43272492],3.513363755,14.28340939,0:16:00,2022-06-29 18:28:00,1:12:59
841,1,121,2022-06-29 18:28:00,[0.3390761 23.62115874],[9.19298468 1.20774009],24.09881808,120.8705678,0:19:00,2022-06-29 18:28:00,1:25:19
2880,1,155,2022-06-29 18:28:00,[10.46984806 13.61559767],[17.84905072 29.21821751],17.25961696,95.22356361,0:19:00,2022-06-29 18:28:00,0:33:06
2926,1,205,2022-06-29 18:29:00,[27.31233269 8.21971801],[15.15350155 28.76071962],23.86985382,120.0119518,0:01:00,2022-06-29 18:29:00,1:16:59
888,1,173,2022-06-29 18:29:00,[21.36411138 10.69788528],[7.63443995 0.38692409],17.17031736,94.88869008,0:05:00,2022-06-29 18:29:00,0:27:30
2771,1,116,2022-06-29 18:29:00,[28.42807505 13.91595664],[1.7638805 21.87799218],27.82756333,134.8533625,0:13:00,2022-06-29 18:29:00,0:31:53
1366,1,124,2022-06-29 18:29:00,[7.15011632 23.81865254],[14.59448297 10.02136645],15.67749018,89.29058817,0:15:00,2022-06-29 18:29:00,1:02:23
1113,1,264,2022-06-29 18:29:00,[5.57330864 2.5489887],[13.08738079 19.74922319],18.76990535,100.8871451,0:17:00,2022-06-29 18:29:00,1:07:46
1760,1,143,2022-06-29 18:29:00,[13.50072719 9.98070539],[13.14895824 7.8807993],2.129165798,13.0,0:17:00,2022-06-29 18:29:00,0:18:03
2623,1,128,2022-06-29 18:30:00,[1.20039392 9.96929732],[14.11634055 9.43552717],12.92697134,78.97614252,0:01:00,2022-06-29 18:30:00,1:22:54
71,1,150,2022-06-29 18:30:00,[23.99748256 5.35633986],[19.58238324 7.14548343],4.76383635,17.40959087,0:06:00,2022-06-29 18:30:00,1:10:55
815,1,145,2022-06-29 18:30:00,[24.44013014 18.3549306],[11.20373835 7.66009121],17.01709896,94.31412111,0:10:00,2022-06-29 18:30:00,1:23:20
2327,1,188,2022-06-29 18:30:00,[5.0554393 0.91270619],[9.84441542 27.24568787],26.76490643,130.8683991,0:13:00,2022-06-29 18:30:00,0:57:59
584,1,278,2022-06-29 18:30:00,[23.41895152 17.51318342],[28.56665357 1.27266895],17.03681738,94.38806519,0:16:00,2022-06-29 18:30:00,1:13:03
1566,1,252,2022-06-29 18:30:00,[15.97080705 9.10092847],[11.78517229 5.38953654],5.594101207,19.48525302,0:17:00,2022-06-29 18:30:00,0:17:47
1775,1,94,2022-06-29 18:30:00,[29.90049834 22.52370694],[19.34159932 10.6586893],15.88297806,90.06116772,0:17:00,2022-06-29 18:30:00,0:59:13
4,1,283,2022-06-29 18:31:00,[1.8323388 8.30632944],[24.18603839 22.44779071],26.45125351,129.6922007,0:03:00,2022-06-29 18:31:00,0:31:33
137,1,248,2022-06-29 18:31:00,[25.51745187 26.01882603],[21.2508893 25.11039985],4.362200625,16.40550156,0:03:00,2022-06-29 18:31:00,1:11:27
64,1,132,2022-06-29 18:31:00,[1.09649004 14.16200835],[16.945234 1.97125918],19.99492562,105.4809711,0:06:00,2022-06-29 18:31:00,1:15:40
45,1,122,2022-06-29 18:31:00,[20.81845333 16.2817333],[7.55397177 10.37087981],14.52186835,84.9570063,0:08:00,2022-06-29 18:31:00,1:06:54
715,1,213,2022-06-29 18:31:00,[8.2586464 4.68619706],[19.0782098 17.97906348],17.13952304,94.77321139,0:11:00,2022-06-29 18:31:00,1:04:18
504,1,54,2022-06-29 18:31:00,[10.80701756 8.11179859],[25.28135706 9.40043753],14.53158953,84.99346074,0:12:00,2022-06-29 18:31:00,0:20:03
2384,1,295,2022-06-29 18:31:00,[3.57685733 19.47275222],[17.01489264 16.60288683],13.74106692,82.02900095,0:13:00,2022-06-29 18:31:00,0:01:50
1049,1,96,2022-06-29 18:31:00,[4.9286053 23.49484293],[3.67493586 19.04719977],4.620954088,17.05238522,0:15:00,2022-06-29 18:31:00,1:04:24
1435,1,179,2022-06-29 18:31:00,[7.42388944 19.35712934],[19.52915236 24.73551209],13.24629727,80.17361477,0:15:00,2022-06-29 18:31:00,0:59:41
2968,1,210,2022-06-29 18:31:00,[8.76999934 9.90933016],[20.44543606 10.48342922],11.68954287,74.33578575,0:16:00,2022-06-29 18:31:00,0:58:09
2790,1,101,2022-06-29 18:31:00,[20.82824239 3.35401114],[16.9586688 7.46075428],5.642600383,19.60650096,0:19:00,2022-06-29 18:31:00,1:21:27
101,1,233,2022-06-29 18:31:00,[24.19683444 19.763501],[20.76829694 25.47586955],6.662283677,22.15570919,0:20:00,2022-06-29 18:31:00,0:48:08
2797,1,275,2022-06-29 18:32:00,[12.89569107 19.24710887],[24.54636004 0.16956315],22.35376564,114.3266211,0:04:00,2022-06-29 18:32:00,0:19:39
1126,1,176,2022-06-29 18:32:00,[9.46599542 3.19870857],[11.00394962 2.98484007],1.552753315,13.0,0:06:00,2022-06-29 18:32:00,0:29:49
1941,1,158,2022-06-29 18:32:00,[15.51362664 22.90831439],[13.4199728 23.69593863],2.236903745,13.0,0:07:00,2022-06-29 18:32:00,0:51:27
2079,1,241,2022-06-29 18:32:00,[15.42242087 24.8754534],[13.31350738 17.12559077],8.031680206,25.57920051,0:07:00,2022-06-29 18:32:00,0:18:02
1011,1,123,2022-06-29 18:32:00,[21.15122719 22.25933189],[20.33169724 7.56944208],14.7127323,85.67274612,0:08:00,2022-06-29 18:32:00,0:30:34
2175,1,78,2022-06-29 18:32:00,[7.95369784 14.85167837],[25.39603479 15.15497135],17.44497363,95.91865111,0:08:00,2022-06-29 18:32:00,0:41:43
1646,1,156,2022-06-29 18:32:00,[6.84301134 27.66669954],[17.77704548 11.39772873],19.60184976,104.0069366,0:09:00,2022-06-29 18:32:00,0:17:44
2439,1,100,2022-06-29 18:32:00,[23.58548008 11.30849915],[3.01102485 19.01337119],21.96982614,112.886848,0:14:00,2022-06-29 18:32:00,0:27:59
2680,1,250,2022-06-29 18:32:00,[18.08726434 17.37217583],[6.95703365 1.40093454],19.46696134,103.501105,0:17:00,2022-06-29 18:32:00,0:08:58
1343,1,126,2022-06-29 18:32:00,[24.15357626 25.50398204],[8.67451003 28.56780235],15.77936901,89.67263377,0:18:00,2022-06-29 18:32:00,0:45:53
457,1,108,2022-06-29 18:32:00,[9.41900152 26.65211017],[18.08828629 24.80122079],8.864665248,27.66166312,0:20:00,2022-06-29 18:32:00,0:12:13
1784,1,109,2022-06-29 18:33:00,[27.43849364 6.25955739],[19.95818509 2.3609573],8.435288891,26.58822223,0:01:00,2022-06-29 18:33:00,0:59:26
494,1,239,2022-06-29 18:33:00,[29.36943346 18.10479288],[10.73442252 19.43452338],18.6823932,100.5589745,0:03:00,2022-06-29 18:33:00,0:06:57
485,1,273,2022-06-29 18:33:00,[19.75621547 22.98347798],[25.37764319 18.40812343],7.248056218,23.62014054,0:06:00,2022-06-29 18:33:00,0:47:25
1294,1,298,2022-06-29 18:33:00,[18.80260046 4.38289697],[24.69010723 7.05093896],6.463836644,21.65959161,0:09:00,2022-06-29 18:33:00,0:04:10
2794,1,151,2022-06-29 18:33:00,[3.8226235 16.36687633],[25.73872366 20.3418113],22.27365157,114.0261934,0:09:00,2022-06-29 18:33:00,0:36:17
1100,1,267,2022-06-29 18:33:00,[11.80906561 14.20306978],[25.6364218 10.20013158],14.39511352,84.48167572,0:10:00,2022-06-29 18:33:00,0:51:39
2424,1,63,2022-06-29 18:33:00,[26.22311388 10.77212337],[1.36459624 25.368789],28.82721885,138.6020707,0:10:00,2022-06-29 18:33:00,0:43:17
2510,1,266,2022-06-29 18:33:00,[17.15609068 26.8290868],[14.25593158 28.35352522],3.276405849,13.69101462,0:10:00,2022-06-29 18:33:00,0:46:35
1236,1,253,2022-06-29 18:33:00,[18.78164127 2.2583615],[3.37191082 1.47926961],15.42941272,88.36029769,0:16:00,2022-06-29 18:33:00,1:08:33
1765,1,85,2022-06-29 18:33:00,[1.15084664 18.64393268],[23.33633117 15.01075081],22.4810083,114.8037811,0:17:00,2022-06-29 18:33:00,1:15:26
2683,1,260,2022-06-29 18:33:00,[26.59692338 21.89317912],[4.94010788 16.97453979],22.20834687,113.7813008,0:18:00,2022-06-29 18:33:00,0:39:02
2670,1,46,2022-06-29 18:33:00,[7.87453364 7.35931494],[28.9737459 0.24708725],22.26568078,113.9963029,0:19:00,2022-06-29 18:33:00,0:50:35
2536,1,265,2022-06-29 18:33:00,[13.54639083 17.38832698],[26.31464701 26.0324217],15.41910307,88.32163652,0:20:00,2022-06-29 18:33:00,0:47:30
2433,1,193,2022-06-29 18:34:00,[2.67009534 20.81976325],[4.99242853 23.59102158],3.615674786,14.53918697,0:13:00,2022-06-29 18:34:00,0:47:16
2791,1,61,2022-06-29 18:34:00,[12.95150655 19.02151525],[7.70957814 1.56555173],18.2260384,98.847644,0:13:00,2022-06-29 18:34:00,0:45:58
87,1,192,2022-06-29 18:34:00,[26.21670233 17.92239307],[18.01550581 19.95110024],8.448389021,26.62097255,0:15:00,2022-06-29 18:34:00,0:21:18
906,1,218,2022-06-29 18:34:00,[17.49390657 21.90665153],[10.94467411 19.22896584],7.075482072,23.18870518,0:18:00,2022-06-29 18:34:00,0:44:27
2688,1,72,2022-06-29 18:35:00,[8.21615459 17.9288698],[23.97797898 4.00165851],21.03336212,109.375108,0:07:00,2022-06-29 18:35:00,0:48:05
441,1,230,2022-06-29 18:35:00,[17.3159966 1.31217217],[3.69009885 16.75927189],20.59800911,107.7425342,0:09:00,2022-06-29 18:35:00,1:05:10
782,1,172,2022-06-29 18:35:00,[4.88372968 17.85638502],[4.51416813 29.04229144],11.19200957,72.47003588,0:12:00,2022-06-29 18:35:00,0:20:17
502,1,200,2022-06-29 18:35:00,[21.20929462 1.88068865],[25.18015477 0.11459768],4.345895491,16.36473873,0:13:00,2022-06-29 18:35:00,1:28:40
1693,1,212,2022-06-29 18:35:00,[2.98488679 18.12521815],[3.62881987 2.36093026],15.77743396,89.66537736,0:15:00,2022-06-29 18:35:00,0:05:55
1936,1,117,2022-06-29 18:35:00,[29.04217509 22.58958579],[24.33487812 0.98476496],22.1116921,113.4188454,0:15:00,2022-06-29 18:35:00,1:06:18
2364,1,203,2022-06-29 18:35:00,[13.42871618 23.25572308],[15.80306722 9.50151366],13.95764377,82.84116413,0:15:00,2022-06-29 18:35:00,1:05:43
598,1,209,2022-06-29 18:35:00,[16.58121227 11.89661046],[3.95145086 25.95887277],18.9012723,101.3797711,0:16:00,2022-06-29 18:35:00,0:32:11
1060,1,149,2022-06-29 18:35:00,[28.66948402 28.60897823],[10.56981163 1.29300327],32.76828694,153.381076,0:17:00,2022-06-29 18:35:00,1:19:43
1702,1,235,2022-06-29 18:35:00,[5.27145738 17.9134986],[12.72555167 13.40066165],8.713737379,27.28434345,0:20:00,2022-06-29 18:35:00,0:34:54
58,0,-1,2022-06-29 18:36:00,[4.22571061 5.2916096],[14.95103318 12.56776349],12.96051541,79.10193279,0:01:00,0:00:00,0:00:00
2241,0,-1,2022-06-29 18:36:00,[11.37482592 10.20824947],[18.62497898 26.72986124],18.04240491,98.15901842,0:03:00,0:00:00,0:00:00
439,0,-1,2022-06-29 18:36:00,[27.07359922 1.99331533],[16.01902418 4.26411371],11.28539564,72.82023363,0:04:00,0:00:00,0:00:00
561,0,-1,2022-06-29 18:36:00,[17.31367758 10.71363478],[23.62647258 7.5300415],7.070123537,23.17530884,0:04:00,0:00:00,0:00:00
2481,1,31,2022-06-29 18:36:00,[12.38289218 22.92736863],[17.47661511 2.13020341],21.41186807,110.7945053,0:05:00,2022-06-29 18:36:00,0:49:55
1708,0,-1,2022-06-29 18:36:00,[5.80341684 6.31116245],[0.69141265 26.9023965],21.21630285,110.0611357,0:08:00,0:00:00,0:00:00
323,0,-1,2022-06-29 18:36:00,[24.00212906 6.12106904],[16.65254848 21.99213888],17.49020276,96.08826036,0:17:00,0:00:00,0:00:00
503,0,-1,2022-06-29 18:36:00,[7.40471608 22.22712168],[9.48810449 3.05677164],19.2832266,102.8120997,0:17:00,0:00:00,0:00:00
509,0,-1,2022-06-29 18:36:00,[28.98142515 22.83113371],[28.52318123 21.07621505],1.813760458,13.0,0:18:00,0:00:00,0:00:00
2519,1,0,2022-06-29 18:36:00,[26.25103594 18.42488108],[5.64599945 8.55833991],22.84548453,116.170567,0:19:00,2022-06-29 18:36:00,0:51:42
1769,1,292,2022-06-29 18:37:00,[22.47946065 28.94071436],[2.20690063 1.60303807],34.03417746,158.1281655,0:03:00,2022-06-29 18:37:42,1:05:28
1955,0,-1,2022-06-29 18:37:00,[17.15486314 7.60927423],[6.84185451 0.34578042],12.61413847,77.80301925,0:03:00,0:00:00,0:00:00
2640,0,-1,2022-06-29 18:37:00,[7.56585484 9.74251827],[25.04395478 22.85415765],21.84946371,112.4354889,0:03:00,0:00:00,0:00:00
2987,0,-1,2022-06-29 18:37:00,[19.28793624 25.83390729],[14.59277505 4.03371122],22.30006922,114.1252596,0:05:00,0:00:00,0:00:00
1727,0,-1,2022-06-29 18:37:00,[18.2006797 27.91345802],[25.10783499 29.86450832],7.177422343,23.44355586,0:07:00,0:00:00,0:00:00
1402,0,-1,2022-06-29 18:37:00,[12.06781241 1.53672889],[14.89546267 3.69955473],3.559974942,14.39993735,0:12:00,0:00:00,0:00:00
250,0,-1,2022-06-29 18:37:00,[5.75601974 9.70114686],[6.79969207 10.64988917],1.410448119,13.0,0:14:00,0:00:00,0:00:00
610,0,-1,2022-06-29 18:38:00,[5.38094046 29.12029636],[3.39910514 12.10803007],17.12731373,94.72742649,0:01:00,0:00:00,0:00:00
2845,0,-1,2022-06-29 18:38:00,[4.25486486 0.11235284],[15.96472455 3.21470091],12.11385065,75.92693992,0:04:00,0:00:00,0:00:00
1410,0,-1,2022-06-29 18:38:00,[27.59377715 2.8454758],[16.32378006 22.21528564],22.4098721,114.5370204,0:06:00,0:00:00,0:00:00
530,0,-1,2022-06-29 18:38:00,[26.95681814 23.4959524],[23.41128371 13.73987277],10.38036146,69.42635549,0:10:00,0:00:00,0:00:00
59,0,-1,2022-06-29 18:38:00,[27.44537703 10.87181697],[17.41765051 18.96792864],12.88806903,78.83025886,0:11:00,0:00:00,0:00:00
2837,0,-1,2022-06-29 18:39:00,[16.47467072 21.65559482],[29.80118364 3.94712136],22.16271596,113.6101849,0:01:00,0:00:00,0:00:00
984,0,-1,2022-06-29 18:39:00,[12.79499242 18.46262339],[2.44724777 2.63364711],18.91116891,101.4168834,0:03:00,0:00:00,0:00:00
2105,0,-1,2022-06-29 18:39:00,[8.17673246 26.14637042],[14.54976854 9.16729378],18.13572806,98.50898024,0:06:00,0:00:00,0:00:00
